share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.5055874,2620,0,0,973040,87556.44,1856,.7881261,3
.5055926,2621,0,0,1659038,84796.46,1872,.7832497,3
.5056082,2622,0,0,1041407,85813.95,1878,.7870854,2
.5056412,2623,0,0,1028283,86953.48,1860,.788821,2
.5056552,2624,0,0,722216,85257.95,1863,.7811739,4
.5056575,2625,0,0,1099000,85613.09,1854,.782745,3
.5056894,2626,0,0,642211,84655.16,1894,.7870557,3
.5057952,2627,0,0,1262976,85248.1,1872,.79249,4
.5058143,2628,0,0,1899571,86467.69,1888,.7903086,3
.5058895,2629,0,0,1972128,86220.85,1888,.7924323,2
.5059502,2630,0,1,1149330,85959.44,1876,.7805635,6
.5059549,2631,0,1,2221860,84324.86,1880,.7877673,8
.5059693,2632,0,0,1990768,83878.32,1877,.7918102,1
.5061508,2633,0,0,1975222,84762.76,1872,.7829001,3
.5062308,2634,0,0,1940378,85531.05,1865,.7828813,2
.5064247,2635,0,0,1793103,85375.84,1859,.7878873,3
.5064538,2636,0,0,1704513,86161.91,1850,.7988766,3
.5064731,2637,0,0,1199987,86797.45,1869,.793138,2
.5066257,2638,0,1,1563062,84685.91,1858,.7829081,6
.50664,2639,0,0,495197,84761.47,1860,.7830234,3
.5066961,2640,0,0,1596513,84703.77,1879,.7889394,1
.5067623,2641,0,1,1310302,85951.36,1890,.797287,8
.5068097,2642,0,0,1323449,85260.24,1858,.7858773,2
.5068238,2643,0,0,2004166,85770.13,1876,.7929956,3
.5068656,2644,0,0,369931,85165.48,1871,.7933121,2
.5069113,2645,0,1,875702,85227.09,1865,.7892085,8
.5069846,2646,0,1,1214798,83339.46,1870,.7921157,8
.5070664,2647,0,0,1222136,86367.55,1889,.794449,0
.5071401,2648,0,0,2258367,84611.26,1859,.8062866,3
.5071535,2649,0,0,1779203,84496.88,1894,.795066,2
.5072123,2650,0,0,1869650,85883.28,1855,.7872277,1
.5072743,2651,0,0,1202239,84834.68,1865,.801877,2
.5073458,2652,0,0,1905189,83890.89,1874,.7950459,2
.5074074,2653,0,0,1891369,83713.8,1863,.8104866,1
.5074124,2654,0,0,634058,84603.45,1878,.7954822,5
.5075147,2655,0,1,1450581,85793.2,1885,.7987275,7
.5076383,2656,0,1,161397,85133.37,1862,.8034277,8
.5076419,2657,0,1,1395470,83550.41,1854,.7999337,7
.5077099,2658,0,0,2227805,83827.74,1850,.7943364,2
.5078103,2659,0,0,1066222,85362.04,1883,.8038841,2
.5078155,2660,0,0,1022418,82823.32,1855,.7940989,4
.5078999,2661,0,1,808482,84599.64,1879,.7948158,8
.5079341,2662,0,0,1030431,82925.82,1869,.7963477,2
.5079561,2663,0,0,947199,84320.98,1867,.7940592,2
.5080081,2664,0,0,1125171,83576.99,1859,.801985,1
.5082904,2665,0,0,2822377,84495.31,1891,.7920821,2
.5084202,2666,0,0,1638969,86571.26,1852,.7944656,0
.5084279,2667,0,0,1030034,85415.7,1855,.8024445,0
.5084901,2668,0,0,2414628,86368.93,1893,.8000807,-1
.508543,2669,0,0,1582996,86458.46,1850,.8006297,2
.5085766,2670,0,0,2376031,84701.98,1892,.803987,2
.5085818,2671,0,0,1893482,84409.44,1872,.7977297,1
.5086058,2672,0,0,1188168,83282.07,1852,.7984363,2
.5086789,2673,0,0,1408725,83958.68,1880,.7995394,2
.5087062,2674,0,0,1318777,83935.27,1881,.8107717,1
.5087116,2675,0,0,1690125,84771.7,1877,.8006158,2
.5087296,2676,0,0,2172131,82720.95,1892,.8108711,3
.5089156,2677,0,1,1254958,84005.93,1876,.8038455,9
.5089738,2678,0,0,1218729,84776.85,1880,.8012289,1
.5089982,2679,0,1,1791586,84644.56,1877,.8091862,6
.5090206,2680,0,0,1709061,87384.58,1861,.8097109,3
.5091227,2681,0,0,1936946,84617.55,1856,.8101693,2
.5091358,2682,0,0,1664357,83831.97,1864,.8014286,2
.5091565,2683,0,1,2324426,84403.59,1877,.8018858,8
.5091886,2684,0,0,1578221,83577.7,1863,.8007097,3
.5092839,2685,0,0,1451863,85215.12,1854,.8046228,3
.5093656,2686,0,0,1615015,83212.27,1867,.8051881,3
.5093862,2687,0,0,1739028,83774.62,1883,.8046815,4
.5094334,2688,0,1,2253538,85017.23,1872,.808597,7
.509513,2689,0,0,1671407,83027.3,1882,.8167205,2
.5095291,2690,0,0,1903191,83411.41,1854,.8050945,1
.5095586,2691,0,0,1777013,84894.3,1850,.8036639,4
.5095877,2692,0,0,1997655,83675.94,1874,.8132451,0
.5096405,2693,0,0,1779798,85229.31,1888,.8131404,1
.50967,2694,0,0,1442030,83790.38,1853,.8112311,3
.5097046,2695,0,0,1148759,84474.49,1865,.8107947,1
.5097072,2696,0,1,823997,84011.98,1886,.8078964,8
.5097606,2697,0,0,1647499,85429.25,1866,.8108299,3
.5097624,2698,0,1,955203,84426.44,1860,.8063862,7
.5099132,2699,0,0,1552862,84387.98,1877,.8004848,3
.5099555,2700,0,0,1582465,85575.99,1877,.816237,3
.5102333,2701,0,0,1196478,83661.5,1885,.8129965,2
.5102837,2702,0,0,1677135,84154.05,1879,.817117,2
.5102972,2703,0,0,1105987,82574.81,1873,.8053262,3
.5103058,2704,0,0,1755233,84683.49,1877,.809809,2
.5103123,2705,0,0,1236593,83336.13,1894,.8129267,4
.5105087,2706,0,0,1299175,83314.43,1872,.8126396,2
.5105162,2707,0,0,1112176,81896.24,1868,.8114705,2
.5105349,2708,0,0,2015447,84854.55,1856,.8067676,2
.5105538,2709,0,0,1425961,83668.71,1884,.8210171,0
.5105648,2710,0,0,919031,82189.95,1888,.8077207,2
.5105681,2711,0,0,1919799,83408.76,1870,.8134483,0
.5105971,2712,0,0,1138354,84859.41,1856,.8109031,2
.5106861,2713,0,0,978377,83917.92,1869,.8142118,4
.5108154,2714,0,0,636654,83866.46,1859,.8089712,1
.5108446,2715,0,1,1395066,81420.35,1854,.8233696,8
.5109594,2716,0,1,825312,84514.34,1876,.8157322,9
.5110803,2717,0,1,1513905,80993.89,1887,.8159733,9
.511101,2718,0,1,1605046,82938.2,1859,.8134149,6
.5112529,2719,0,0,1779219,81528.19,1862,.8176078,2
.5112808,2720,0,0,1349410,82600.09,1865,.8226606,2
.5112973,2721,0,0,1401864,82481.12,1874,.8244811,3
.5113798,2722,0,1,1435072,82934.99,1870,.8182518,8
.5114039,2723,0,0,1686328,82962.07,1861,.8188311,3
.5114074,2724,0,0,1476376,83894.16,1881,.8121695,1
.5114172,2725,0,0,2042553,84634.82,1862,.8195373,1
.5114252,2726,0,0,1541015,82556.5,1880,.8050346,1
.511494,2727,0,1,1209665,82444.8,1859,.8127825,7
.5115166,2728,0,0,608705,84583.8,1863,.8142114,3
.5116483,2729,0,1,1498896,82309.23,1854,.8158197,8
.5117925,2730,0,0,1781917,82883.57,1862,.8185834,2
.5118588,2731,0,0,1279687,84025.7,1860,.8175388,2
.5119413,2732,0,1,2196630,81900.98,1864,.8216739,7
.5120814,2733,0,0,1428334,82630.78,1886,.825018,1
.512151,2734,0,0,1720499,81354.56,1886,.8152338,2
.512153,2735,0,0,1084405,83599.73,1876,.8237622,0
.5121711,2736,0,0,1828305,83575.74,1862,.817619,3
.5122468,2737,0,0,1564846,83734.52,1857,.8192331,2
.5123141,2738,0,0,1044926,82979.26,1878,.8192074,1
.5123171,2739,0,1,1932851,83013.65,1876,.8229395,9
.5123717,2740,0,0,1850925,82285.86,1853,.8283128,3
.5123863,2741,0,0,1082497,81150.19,1870,.8195317,2
.5123912,2742,0,0,1498452,82294.86,1884,.8289104,4
.5124735,2743,0,1,1659124,82191.35,1862,.8276423,8
.5124829,2744,0,0,2030098,84125.49,1894,.8238715,1
.5124856,2745,0,0,1344783,82470.41,1882,.8271294,1
.5125121,2746,0,1,1204066,82222.34,1882,.835597,6
.5125918,2747,0,1,1454303,83125.75,1854,.8263973,8
.5126223,2748,0,1,887352,81690.43,1854,.8220797,5
.5126269,2749,0,0,797332,82413.14,1875,.8261168,1
.5126734,2750,0,0,1459067,81864.05,1873,.8232192,2
.5127201,2751,0,0,1919043,82088.11,1861,.8155428,1
.5127264,2752,0,0,1349697,81605.09,1883,.8347883,3
.5128089,2753,0,0,2168554,80892.85,1879,.8199407,2
.5128604,2754,0,1,1910666,82775.41,1868,.8207339,9
.5128661,2755,0,1,1801853,81091.09,1852,.8283176,7
.5129086,2756,0,1,2417740,81286.39,1879,.8245349,6
.5129688,2757,0,1,1094203,84630.4,1885,.8242827,8
.5130873,2758,0,0,103227,81617.05,1886,.8268434,2
.5130932,2759,0,1,2330248,82046.7,1893,.8306047,7
.5130939,2760,0,0,1622554,81955.38,1853,.8254006,2
.513097,2761,0,0,1681607,83264.41,1871,.8321659,1
.513161,2762,0,0,1189640,80601.16,1879,.828416,2
.5132048,2763,0,0,1620837,80015.95,1856,.8217257,2
.5132083,2764,0,0,1698046,82332.46,1851,.8389305,2
.513301,2765,0,0,1095434,81065.34,1873,.8268487,3
.5134436,2766,0,0,1965461,82334.35,1879,.8363551,1
.5134876,2767,0,0,2133599,84121.14,1867,.8349851,2
.5136362,2768,0,1,570899,80689.66,1865,.8372604,9
.5137257,2769,0,0,1752098,82986.98,1877,.8302644,2
.5137501,2770,0,1,1844270,81859.03,1889,.8332909,8
.5138165,2771,0,0,1529649,80607.84,1876,.834528,1
.5138218,2772,0,1,1749061,82047.26,1856,.8332167,7
.5138315,2773,0,0,737354,82962.29,1856,.8307162,2
.5138627,2774,0,0,1494847,82030.14,1880,.8310956,2
.5139506,2775,0,1,1919184,82923.85,1860,.8333922,6
.5139672,2776,0,1,900422,80702.16,1863,.8339867,5
.5139836,2777,0,0,1477224,82255.84,1852,.8343459,3
.5139887,2778,0,1,633382,84251.93,1878,.8325341,9
.5140069,2779,0,0,557504,82716.25,1882,.8300583,2
.5140455,2780,0,0,2063402,83438.42,1865,.8216614,2
.5140497,2781,0,0,1560358,82738.11,1863,.8329791,2
.5141104,2782,0,1,1861356,83014,1851,.8429861,6
.5141408,2783,0,0,2462428,80760.94,1862,.8354552,2
.5141841,2784,0,0,1285719,81216.19,1892,.8361244,3
.514261,2785,0,0,860461,81330.13,1866,.8345081,1
.5142801,2786,0,0,1164228,81078.29,1856,.8376637,1
.5143183,2787,0,0,2390993,81655.33,1885,.8380548,1
.5143738,2788,0,1,1732991,80876.97,1872,.8427785,6
.5144614,2789,0,0,1243757,80410.86,1890,.8290008,1
.5144723,2790,0,1,1557268,78443.56,1857,.839536,7
.5144931,2791,0,0,1363590,80813.74,1879,.8285043,4
.5146484,2792,0,0,2025463,81182.28,1877,.840829,1
.5146531,2793,0,1,1512720,80749.88,1861,.8327466,6
.5146692,2794,0,0,2527874,81043.69,1872,.8462408,2
.5147277,2795,0,0,2103208,81530.73,1889,.8342615,1
.5147674,2796,0,1,2388181,81616.3,1879,.8398478,8
.5147964,2797,0,1,1417669,81451.1,1895,.8469588,7
.5148761,2798,0,1,1678449,80985.88,1883,.8458449,6
.5149124,2799,0,1,1729703,80218.58,1861,.837789,9
.5150535,2800,0,0,2071138,80201.49,1874,.840609,3
.51513,2801,0,0,1795528,81523.79,1853,.843786,3
.5151716,2802,0,0,1520465,80186.4,1872,.832171,2
.5152572,2803,0,1,1213381,79524.66,1888,.8307988,5
.5152998,2804,0,0,1307878,81742.26,1857,.8382341,3
.5153867,2805,0,1,1621295,80648.41,1865,.8368987,7
.5153893,2806,0,0,1236160,82461.7,1869,.8363767,2
.5154265,2807,0,1,1671772,80730.73,1858,.8383518,8
.5154687,2808,0,1,1318130,81859.34,1859,.8438483,7
.515528,2809,0,1,854671,81521.94,1852,.8442275,8
.5155507,2810,0,1,1740710,80981.23,1862,.8402649,7
.5155721,2811,0,0,1330283,80133.92,1875,.8445179,1
.5156518,2812,0,0,1119000,81742.23,1859,.8451228,2
.5157608,2813,0,0,1108830,78641.9,1862,.842626,2
.5157751,2814,0,0,877246,80271.18,1853,.8429337,3
.5158687,2815,0,1,1754428,79862.8,1879,.836838,7
.5158688,2816,0,0,970671,79847.11,1872,.8432997,4
.5158758,2817,0,0,1960479,79368.65,1869,.8426257,3
.5159562,2818,0,0,1259372,79885.89,1887,.8445562,2
.5159776,2819,0,0,1865935,81388.34,1855,.8487939,2
.5160289,2820,0,0,887743,81614.27,1854,.8439315,3
.5160543,2821,0,0,262060,78322.64,1868,.8425976,3
.516067,2822,0,0,1509582,80104.36,1890,.8415751,2
.5161507,2823,0,0,1986348,81392.66,1863,.8474786,2
.516217,2824,0,1,929108,80859.52,1865,.8506627,7
.516237,2825,0,1,1316712,80131.08,1885,.8579308,6
.5163763,2826,0,0,1634733,79937.51,1875,.8515657,3
.5164797,2827,0,0,1944220,81591.66,1885,.8448128,2
.5164833,2828,0,1,1120825,79063.73,1879,.8484892,6
.5165328,2829,0,0,2010829,82187.12,1890,.8546315,0
.5165659,2830,0,0,847802,79753.31,1864,.8556079,3
.5166597,2831,0,0,2040851,81241.17,1868,.8510324,4
.5167459,2832,0,1,1497630,80217.34,1860,.8443289,6
.5167593,2833,0,0,1469510,79795.52,1864,.8538896,1
.5167726,2834,0,1,1756591,79592.51,1863,.8437684,6
.5168108,2835,0,0,865045,81690.85,1885,.8551441,2
.5169429,2836,0,1,1601435,79095.01,1854,.843348,6
.5170684,2837,0,0,1284268,79666.85,1877,.8535868,4
.5171415,2838,0,0,1066499,80365.58,1891,.854414,2
.5171578,2839,0,0,1577242,78497.67,1891,.845485,2
.5172588,2840,0,0,1184628,81340.46,1850,.853133,2
.5172619,2841,0,0,826599,79567.2,1892,.8496647,1
.517297,2842,0,0,932474,80594.83,1883,.8547015,4
.5173334,2843,0,1,1898744,79768.02,1878,.8424943,7
.5173792,2844,0,0,1770174,81140.01,1872,.8566724,4
.5173829,2845,0,0,1943121,79079.43,1891,.8516321,2
.5174614,2846,0,0,1499784,79975.63,1862,.8617675,2
.5175225,2847,0,0,2249453,78993.91,1868,.8622144,1
.5176506,2848,0,0,1558438,78544.77,1852,.8569722,3
.5177475,2849,0,1,1388182,80268.95,1854,.8695232,8
.5178214,2850,0,1,1133821,79257.92,1860,.8518218,7
.5178294,2851,0,0,1702666,78790.85,1851,.8573337,1
.517968,2852,0,0,1235119,79053.25,1884,.8542054,0
.5179791,2853,0,0,1169431,80352.3,1860,.8583378,3
.5179812,2854,0,0,1787987,80177.47,1852,.8544311,3
.5180209,2855,0,1,1081976,79737.97,1893,.8549072,6
.5180571,2856,0,0,1221939,80952.47,1891,.8559702,2
.5181237,2857,0,0,1897860,78933.54,1856,.8532767,3
.5181583,2858,0,1,1815631,79021.58,1867,.8654613,7
.5181861,2859,0,0,1617025,80075.05,1891,.8599802,3
.5183471,2860,0,1,1852944,78703.24,1852,.8601571,7
.5183939,2861,0,0,1323060,77935.05,1862,.863652,2
.5184355,2862,0,0,1764707,79668.73,1874,.8651026,3
.518495,2863,0,0,1222880,77843.88,1864,.8606302,3
.5185243,2864,0,0,1408471,79556.18,1851,.8549795,3
.5185609,2865,0,1,1820647,80311.84,1865,.8629831,9
.5185695,2866,0,0,1834828,79917.55,1894,.8648006,1
.5185813,2867,0,0,1463502,79820.98,1858,.8627468,4
.5185827,2868,0,0,1390737,79081.76,1888,.8620804,2
.5186037,2869,0,0,1587563,76950.95,1892,.8525199,2
.5186775,2870,0,0,1310084,78565.67,1861,.8549919,2
.5187889,2871,0,0,1995389,78437.91,1889,.8634444,2
.5188123,2872,0,0,2288078,78392.68,1860,.8659716,1
.5188534,2873,0,0,1866739,79821.69,1853,.866212,2
.5188612,2874,0,0,1702535,79342.48,1864,.864666,1
.518865,2875,0,1,1053089,80079.08,1853,.8640038,7
.5188713,2876,0,0,1971968,79147.65,1893,.8604903,1
.518898,2877,0,0,1313502,78962.3,1854,.8592917,1
.5190495,2878,0,1,1082976,80231.06,1864,.8664785,7
.5190781,2879,0,0,2258328,80202.14,1866,.8678687,3
.5191026,2880,0,0,2056129,79236.27,1861,.8735943,2
.5191047,2881,0,0,1469820,79697.46,1865,.865689,1
.5191696,2882,0,0,1204802,79052.3,1877,.870595,0
.5191786,2883,0,0,759727,78361.81,1883,.8668766,1
.5192937,2884,0,0,1953097,78308.09,1894,.8601404,1
.5193764,2885,0,0,1169902,77844.42,1853,.8750845,0
.519446,2886,0,0,972417,79684.37,1873,.8589498,2
.519498,2887,0,0,1942069,78706.34,1889,.8585951,3
.5195422,2888,0,0,1046117,78999.56,1860,.8667092,1
.5195767,2889,0,0,717941,76121.39,1879,.8647073,2
.5196,2890,0,0,675307,77756.39,1868,.8694794,1
.5196004,2891,0,0,1760651,78549.85,1878,.867515,2
.5196329,2892,0,0,2071200,79244.09,1862,.8722816,2
.5196878,2893,0,0,1182308,80740.35,1882,.877727,1
.5197299,2894,0,0,753643,78353.48,1893,.8757501,2
.5197308,2895,0,0,1297756,75386.95,1866,.8742043,4
.5197979,2896,0,1,1858864,80284.08,1871,.8673676,9
.5198564,2897,0,0,2101650,77702.53,1865,.8609924,2
.5199107,2898,0,0,1681870,80161.75,1877,.8704817,2
.5199412,2899,0,0,1592575,78574.41,1871,.8660439,2
.5199861,2900,0,0,1735833,79285.11,1867,.8715772,2
.5199878,2901,0,0,2041535,78343.98,1885,.8748938,3
.5200108,2902,0,1,959514,76868.25,1879,.8645949,6
.5200405,2903,0,0,350618,75364.39,1894,.8693575,1
.5200741,2904,0,0,1522604,76827.16,1876,.8761698,4
.5200842,2905,0,0,1296820,76701.45,1852,.8630253,0
.5201029,2906,0,0,2092440,78416.79,1865,.8753024,1
.5201173,2907,0,1,1969763,76979.38,1884,.8816465,7
.5203871,2908,0,0,1029505,76252.66,1862,.8695813,4
.5204619,2909,0,1,777631,78585.77,1863,.8683187,7
.5204894,2910,0,1,2010024,76436.4,1879,.8677517,6
.5205042,2911,0,0,1368748,79438.93,1867,.8699576,1
.5205783,2912,0,0,1179711,76159.42,1876,.8687698,2
.5206174,2913,0,0,821985,76467.34,1850,.873235,2
.5207638,2914,0,1,508513,78113.68,1878,.863103,7
.5208725,2915,0,0,1946486,79783.42,1870,.8676922,2
.5210239,2916,0,0,2300341,77493.44,1878,.8739002,4
.5210362,2917,0,1,1887279,76622.37,1881,.8750152,8
.5210673,2918,0,1,1702421,78558.67,1866,.8686068,6
.5211447,2919,0,1,1904767,76171.21,1867,.8874984,8
.5211633,2920,0,0,2329957,75282.92,1883,.8781558,3
.5211664,2921,0,0,834287,77717.13,1874,.8758982,3
.5212561,2922,0,1,2423262,77860.65,1891,.8812001,7
.5213169,2923,0,0,1566747,77591.73,1887,.873831,3
.521415,2924,0,0,1301954,77127.74,1864,.8836077,2
.5214249,2925,0,0,840459,78167.84,1882,.8804686,1
.5214397,2926,0,0,1592372,78159.62,1878,.872613,3
.5214669,2927,0,0,2129757,74499.43,1893,.8730488,2
.5214995,2928,0,1,1464267,77405.16,1878,.8835043,8
.5215369,2929,0,0,1634199,78264.17,1862,.8766695,3
.5215822,2930,0,0,1064430,75413.31,1877,.8747662,2
.5216936,2931,0,0,1719791,77294.72,1881,.8699729,2
.5217575,2932,0,0,893569,75874.01,1892,.892087,2
.5218683,2933,0,0,1108173,79034.11,1858,.8791098,1
.5218832,2934,0,0,1157750,77892.91,1891,.886709,1
.5219551,2935,0,1,2319405,76735.91,1876,.8750732,6
.5220129,2936,0,0,1555988,75863.92,1883,.8846878,4
.5220362,2937,0,1,809868,78384.66,1867,.8810752,7
.5220973,2938,0,0,1577869,78453.19,1890,.881925,1
.5221055,2939,0,0,1752089,77198.79,1868,.8826641,2
.5222061,2940,0,0,2043302,76991.52,1875,.8907754,0
.5222092,2941,0,1,821048,76735.88,1881,.8868999,6
.5222173,2942,0,0,1431284,77036.6,1861,.8889313,2
.5222622,2943,0,0,1540956,75235.38,1868,.8774926,3
.5222646,2944,0,0,2156805,76333.95,1869,.8834012,2
.5223345,2945,0,0,1601516,75154.35,1876,.8887596,5
.5223617,2946,0,0,1154524,76086.47,1860,.8764725,3
.5224698,2947,0,0,1610756,76222.19,1880,.8844886,3
.5224748,2948,0,0,2201067,77395.96,1884,.8906462,1
.5225369,2949,0,0,1316126,76872.87,1890,.87723,2
.5226027,2950,0,0,1500132,75696.82,1856,.8921357,1
.5226393,2951,0,0,1764629,74269.13,1853,.8890287,2
.5227183,2952,0,0,1476321,76668.41,1855,.8854352,3
.5227887,2953,0,0,1635326,77671.53,1891,.8926426,3
.5228435,2954,0,0,2520540,75904.58,1881,.8866993,2
.5228951,2955,0,0,1517616,75329.91,1892,.8915917,5
.5229822,2956,0,0,1117247,75499.13,1886,.8871541,1
.5230115,2957,0,1,1453611,75568.46,1874,.8942829,7
.5230357,2958,0,0,1633134,76458.21,1864,.883611,3
.5230499,2959,0,0,1683424,74397.94,1860,.8864885,2
.5230588,2960,0,0,1807598,78844.12,1879,.8843289,2
.5230686,2961,0,1,2065576,77203.41,1871,.8846825,8
.5231652,2962,0,0,839487,75792.42,1861,.8889083,1
.5232223,2963,0,1,1328885,76923.71,1855,.8920609,6
.5232344,2964,0,0,1137133,76671.54,1880,.8860949,2
.5232505,2965,0,0,1424251,75635.38,1854,.8946695,2
.5232815,2966,0,1,1126312,76349.75,1861,.8878024,8
.5233402,2967,0,0,916894,75073.73,1855,.8939409,2
.5233632,2968,0,0,1418563,75658.66,1875,.8959523,2
.5233841,2969,0,1,990085,75767.97,1870,.8953963,7
.5234108,2970,0,1,1878752,74938.93,1892,.8922132,7
.5234498,2971,0,0,1087671,76828.77,1861,.8846107,2
.5234565,2972,0,0,735465,74225.62,1866,.9037818,2
.5234839,2973,0,1,1857125,75537.6,1871,.8884192,6
.5235156,2974,0,0,601556,75883.19,1855,.887773,3
.5235333,2975,0,0,2197889,75105.72,1865,.8902531,2
.5235462,2976,0,0,1476986,75788.68,1864,.8943056,2
.5235765,2977,0,0,1301785,76287.56,1885,.8907843,2
.5237607,2978,0,0,1476927,76931.46,1855,.894975,3
.5238498,2979,0,0,1109337,75183.95,1869,.8916672,1
.5240003,2980,0,1,1649533,74825.61,1864,.8898794,8
.5240315,2981,0,0,1516340,75458.31,1864,.894011,2
.5240833,2982,0,0,2025115,74395.02,1884,.8924984,1
.5240903,2983,0,0,1767551,75991.88,1871,.8946328,2
.5241312,2984,0,0,1534797,75931.75,1855,.8876221,1
.5241794,2985,0,0,1041439,75730.95,1873,.8981579,1
.5241905,2986,0,0,1129055,76769.7,1892,.8913781,2
.5242794,2987,0,0,1522078,74146.15,1871,.8987305,0
.5244597,2988,0,1,1842026,75780.92,1887,.8990729,8
.5244797,2989,0,0,2276943,75404.8,1873,.8963158,0
.5244938,2990,0,0,714898,74686.2,1887,.8938141,3
.52462,2991,0,0,1690739,76088.24,1857,.9028225,0
.5246364,2992,0,0,2016800,75139.41,1866,.9038176,1
.5248171,2993,0,1,1708500,73130.02,1868,.9029311,7
.5248398,2994,0,0,1886785,74703.48,1856,.8947116,1
.5248597,2995,0,0,1636312,76112.7,1879,.9021202,3
.5251296,2996,0,0,976631,74860.95,1892,.8997428,2
.5251993,2997,0,1,1272261,75748.45,1881,.8996133,7
.5252621,2998,0,1,1043532,74899.09,1867,.9028601,8
.5253546,2999,0,0,1760889,75738.51,1862,.8967769,1
.5254114,3000,0,0,1389545,76838.74,1850,.9027604,3
.5254562,3001,0,0,1791093,73445.19,1854,.9017518,1
.52547,3002,0,1,1247069,75417.34,1857,.8978038,9
.5255336,3003,0,0,1093034,73082.87,1870,.9038186,2
.525549,3004,0,0,1201512,76653.55,1876,.8995938,2
.5255709,3005,0,0,1431315,74966.57,1881,.8971896,2
.5256378,3006,0,0,799548,75022.8,1891,.9069685,4
.5257311,3007,0,0,378923,74946.93,1859,.8892777,0
.525771,3008,0,0,2000064,75698.73,1887,.8992099,2
.525869,3009,0,0,1826465,75793.74,1867,.8970284,1
.5258897,3010,0,1,2074000,75691.66,1892,.9006623,8
.5259339,3011,0,0,529811,74710.7,1856,.9010571,1
.5259712,3012,0,0,869841,74456.25,1864,.905982,2
.5262326,3013,0,0,1616572,76024.5,1856,.9014699,1
.5262418,3014,0,0,1554262,75713.14,1873,.9036748,1
.526287,3015,0,1,1024053,73360.04,1857,.9044263,8
.5263512,3016,0,0,1500235,77056.27,1853,.902491,3
.5264069,3017,0,0,802601,74103.51,1876,.903993,2
.526427,3018,0,0,1581623,74457.38,1878,.9108312,1
.5265866,3019,0,0,781918,75255.39,1873,.897747,2
.526594,3020,0,0,1146699,74975.82,1861,.9009926,2
.5266281,3021,0,0,1222613,74038.44,1855,.9023636,1
.52668,3022,0,0,1750203,74968.12,1891,.9097012,3
.5267149,3023,0,0,1304946,73932,1886,.9022804,4
.5267589,3024,0,0,1826865,71034.84,1857,.9092128,3
.526854,3025,0,1,1073916,74343.37,1860,.9067616,8
.5269439,3026,0,0,2507273,74030.8,1890,.9066508,2
.5269694,3027,0,0,2250848,74447.79,1886,.8974143,2
.527006,3028,0,0,949728,72240.02,1884,.9022599,2
.5270062,3029,0,0,2200084,73602.15,1869,.904561,1
.5270201,3030,0,1,1320639,72999.11,1892,.9041555,8
.5270296,3031,0,0,1765101,72608.6,1855,.9130661,2
.5270561,3032,0,1,550615,73446.8,1869,.9094743,5
.5272104,3033,0,0,1028433,74849.95,1870,.913493,2
.5272478,3034,0,0,197685,73397.83,1851,.9082862,1
.5273694,3035,0,1,2219473,72651.63,1882,.9107972,6
.52744,3036,0,0,1093070,73468.38,1855,.9086356,5
.5274699,3037,0,1,1960080,75440.69,1890,.9127159,6
.5274955,3038,0,0,1244770,72572.23,1851,.913879,2
.5275107,3039,0,1,1039177,73497.86,1882,.9122736,6
.5275483,3040,0,0,780659,75040.91,1880,.9100099,1
.5276316,3041,0,1,2124888,73410.16,1873,.9196626,8
.5278311,3042,0,0,1013529,72465.36,1889,.92,1
.5278895,3043,0,0,2130561,74506.63,1855,.9132302,3
.5279601,3044,0,0,1679484,76353.63,1853,.92,1
.527962,3045,0,1,1229321,72526.16,1883,.9089295,7
.5279757,3046,0,0,740299,73814.26,1862,.9093527,0
.5279872,3047,0,1,1890662,74940.55,1865,.92,8
.5279879,3048,0,0,1277027,73169.61,1875,.9126971,2
.5279972,3049,0,0,1673063,74056.36,1884,.9059251,3
.5281256,3050,0,0,1334256,73030.62,1875,.915169,3
.5281994,3051,0,1,1133802,73301.6,1891,.9135488,6
.5282314,3052,0,0,1553255,72364.45,1854,.913182,-1
.5282452,3053,0,0,1676837,74879.3,1882,.911512,2
.5282615,3054,0,0,1635225,74293.73,1893,.9168853,3
.5282778,3055,0,0,1164075,73970.85,1868,.92,0
.5282779,3056,0,0,1987683,72900.51,1862,.9097451,2
.5283132,3057,0,0,1410964,73732.91,1855,.9161163,3
.5283598,3058,0,0,960820,73469.14,1892,.9137986,2
.5283856,3059,0,0,1763135,72747.75,1872,.9198122,2
.5284034,3060,0,0,1903635,73822.48,1865,.92,1
.5284559,3061,0,0,2265081,73447.54,1861,.92,3
.5285267,3062,0,0,1404420,73544.5,1870,.9181449,0
.5285451,3063,0,0,442733,75106.37,1878,.92,3
.5287004,3064,0,0,1018438,73695.98,1881,.9129097,2
.5287302,3065,0,0,1791003,74348.77,1868,.9192745,3
.5287384,3066,0,1,690590,72462.78,1877,.911562,6
.5287408,3067,0,0,1659252,71861.2,1886,.92,1
.5287922,3068,0,0,1712457,73163.52,1858,.9148894,2
.5288307,3069,0,0,1180904,72184.88,1889,.92,2
.5288319,3070,0,1,657550,72066.27,1875,.92,8
.5289715,3071,0,0,615911,73247.63,1863,.9143982,3
.5290437,3072,0,0,1208811,72735.52,1890,.9199722,0
.5290439,3073,0,0,880684,70698.83,1885,.9073282,3
.529128,3074,0,0,1721869,72656.46,1889,.9194964,3
.5291343,3075,0,0,1536076,73497.33,1854,.92,3
