"","year","hh_id","ev_purchase_year","electricity_use","treat","post"
"6265",2012,570,NA,388.8438,0,0
"6266",2013,570,NA,-267.7639,0,1
"6267",2014,570,NA,-198.438,0,1
"6268",2015,570,NA,-526.7878,0,1
"6269",2016,570,NA,-1205.031,0,1
"6270",2017,570,NA,-955.9009,0,1
"6271",2007,571,NA,1141.532,0,0
"6272",2008,571,NA,726.572,0,0
"6273",2009,571,NA,1091.748,0,0
"6274",2010,571,NA,861.2285,0,0
"6275",2011,571,NA,60.42493,0,0
"6276",2012,571,NA,322.8032,0,0
"6277",2013,571,NA,-416.3938,0,1
"6278",2014,571,NA,-109.0964,0,1
"6279",2015,571,NA,-433.1348,0,1
"6280",2016,571,NA,-1057.747,0,1
"6281",2017,571,NA,-1064.547,0,1
"6282",2007,572,NA,889.3,0,0
"6283",2008,572,NA,815.9694,0,0
"6284",2009,572,NA,1358.317,0,0
"6285",2010,572,NA,894.2559,0,0
"6286",2011,572,NA,-95.04468,0,0
"6287",2012,572,NA,308.6162,0,0
"6288",2013,572,NA,-240.6843,0,1
"6289",2014,572,NA,-278.8993,0,1
"6290",2015,572,NA,-551.7817,0,1
"6291",2016,572,NA,-969.1549,0,1
"6292",2017,572,NA,-1053.368,0,1
"6293",2007,573,NA,926.1886,0,0
"6294",2008,573,NA,796.0846,0,0
"6295",2009,573,NA,1282.043,0,0
"6296",2010,573,NA,892.5222,0,0
"6297",2011,573,NA,153.5776,0,0
"6298",2012,573,NA,448.3638,0,0
"6299",2013,573,NA,-391.6688,0,1
"6300",2014,573,NA,-344.3702,0,1
"6301",2015,573,NA,-504.3781,0,1
"6302",2016,573,NA,-961.5361,0,1
"6303",2017,573,NA,-1133.691,0,1
"6304",2007,574,NA,1023.826,0,0
"6305",2008,574,NA,818.981,0,0
"6306",2009,574,NA,1174.546,0,0
"6307",2010,574,NA,891.9736,0,0
"6308",2011,574,NA,-69.47705,0,0
"6309",2012,574,NA,491.5427,0,0
"6310",2013,574,NA,-372.2977,0,1
"6311",2014,574,NA,-251.1194,0,1
"6312",2015,574,NA,-380.2446,0,1
"6313",2016,574,NA,-873.2069,0,1
"6314",2017,574,NA,-1067.941,0,1
"6315",2007,575,NA,1079.961,0,0
"6316",2008,575,NA,933.4874,0,0
"6317",2009,575,NA,1215.354,0,0
"6318",2010,575,NA,916.9507,0,0
"6319",2011,575,NA,-85.28052,0,0
"6320",2012,575,NA,564.1875,0,0
"6321",2013,575,NA,-220.0881,0,1
"6322",2014,575,NA,-215.2788,0,1
"6323",2015,575,NA,-460.9414,0,1
"6324",2016,575,NA,-1073.223,0,1
"6325",2017,575,NA,-1154.561,0,1
"6326",2007,576,NA,964.8723,0,0
"6327",2008,576,NA,630.1945,0,0
"6328",2009,576,NA,1293.325,0,0
"6329",2010,576,NA,645.4675,0,0
"6330",2011,576,NA,157.9707,0,0
"6331",2012,576,NA,344.7439,0,0
"6332",2013,576,NA,-302.8331,0,1
"6333",2014,576,NA,-76.87939,0,1
"6334",2015,576,NA,-429.8677,0,1
"6335",2016,576,NA,-1039.663,0,1
"6336",2017,576,NA,-1039.832,0,1
"6337",2007,577,NA,1067.137,0,0
"6338",2008,577,NA,699.0498,0,0
"6339",2009,577,NA,1046.925,0,0
"6340",2010,577,NA,877.2554,0,0
"6341",2011,577,NA,124.8356,0,0
"6342",2012,577,NA,238.3628,0,0
"6343",2013,577,NA,-363.3136,0,1
"6344",2014,577,NA,-133.7444,0,1
"6345",2015,577,NA,-625.7539,0,1
"6346",2016,577,NA,-1116.678,0,1
"6347",2017,577,NA,-947.2993,0,1
"6348",2007,578,NA,962.7886,0,0
"6349",2008,578,NA,898.4192,0,0
"6350",2009,578,NA,1030.337,0,0
"6351",2010,578,NA,722.0397,0,0
"6352",2011,578,NA,84.11951,0,0
"6353",2012,578,NA,393.5591,0,0
"6354",2013,578,NA,-356.5598,0,1
"6355",2014,578,NA,-154.5508,0,1
"6356",2015,578,NA,-587.1129,0,1
"6357",2016,578,NA,-967.1223,0,1
"6358",2017,578,NA,-1067.774,0,1
"6359",2007,579,NA,922.3909,0,0
"6360",2008,579,NA,768.2604,0,0
"6361",2009,579,NA,1120.879,0,0
"6362",2010,579,NA,1005.836,0,0
"6363",2011,579,NA,-161.2018,0,0
"6364",2012,579,NA,565.2915,0,0
"6365",2013,579,NA,-94.0271,0,1
"6366",2014,579,NA,-115.4736,0,1
"6367",2015,579,NA,-416.8477,0,1
"6368",2016,579,NA,-896.6299,0,1
"6369",2017,579,NA,-1071.01,0,1
"6370",2007,580,NA,1018.08,0,0
"6371",2008,580,NA,874.2727,0,0
"6372",2009,580,NA,1187.903,0,0
"6373",2010,580,NA,946.9751,0,0
"6374",2011,580,NA,8.862671,0,0
"6375",2012,580,NA,354.5059,0,0
"6376",2013,580,NA,-390.0983,0,1
"6377",2014,580,NA,-44.50122,0,1
"6378",2015,580,NA,-393.4277,0,1
"6379",2016,580,NA,-1045.546,0,1
"6380",2017,580,NA,-1021.24,0,1
"6381",2007,581,NA,1177.524,0,0
"6382",2008,581,NA,857.5033,0,0
"6383",2009,581,NA,1029.596,0,0
"6384",2010,581,NA,844.303,0,0
"6385",2011,581,NA,206.0756,0,0
"6386",2012,581,NA,602.5591,0,0
"6387",2013,581,NA,-300.2358,0,1
"6388",2014,581,NA,6.775391,0,1
"6389",2015,581,NA,-408.0615,0,1
"6390",2016,581,NA,-1058.219,0,1
"6391",2017,581,NA,-832.7888,0,1
"6392",2007,582,NA,924.844,0,0
"6393",2008,582,NA,595.0223,0,0
"6394",2009,582,NA,1158.445,0,0
"6395",2010,582,NA,746.0535,0,0
"6396",2011,582,NA,56.02637,0,0
"6397",2012,582,NA,272.1488,0,0
"6398",2013,582,NA,-364.5195,0,1
"6399",2014,582,NA,-126.406,0,1
"6400",2015,582,NA,-536.8121,0,1
"6401",2016,582,NA,-1061.198,0,1
"6402",2017,582,NA,-1024.542,0,1
"6403",2007,583,NA,1114.136,0,0
"6404",2008,583,NA,749.2136,0,0
"6405",2009,583,NA,975.4021,0,0
"6406",2010,583,NA,800.2412,0,0
"6407",2011,583,NA,110.6904,0,0
"6408",2012,583,NA,400.7314,0,0
"6409",2013,583,NA,-347.583,0,1
"6410",2014,583,NA,-182.1533,0,1
"6411",2015,583,NA,-527.6062,0,1
"6412",2016,583,NA,-920.9873,0,1
"6413",2017,583,NA,-1284.153,0,1
"6414",2007,584,NA,926.8843,0,0
"6415",2008,584,NA,924.8248,0,0
"6416",2009,584,NA,1080.973,0,0
"6417",2010,584,NA,726.335,0,0
"6418",2011,584,NA,164.5315,0,0
"6419",2012,584,NA,432.229,0,0
"6420",2013,584,NA,-178.5115,0,1
"6421",2014,584,NA,-223.6458,0,1
"6422",2015,584,NA,-672.8409,0,1
"6423",2016,584,NA,-1091.706,0,1
"6424",2017,584,NA,-953.385,0,1
"6425",2007,585,NA,1020.174,0,0
"6426",2008,585,NA,684.8116,0,0
"6427",2009,585,NA,1158.597,0,0
"6428",2010,585,NA,890.2708,0,0
"6429",2011,585,NA,-2.790894,0,0
"6430",2012,585,NA,562.2947,0,0
"6431",2013,585,NA,-334.3358,0,1
"6432",2014,585,NA,-244.6904,0,1
"6433",2015,585,NA,-548.0295,0,1
"6434",2016,585,NA,-1235.809,0,1
"6435",2017,585,NA,-831.8745,0,1
"6436",2007,586,NA,1009.953,0,0
"6437",2008,586,NA,683.8298,0,0
"6438",2009,586,NA,1005.78,0,0
"6439",2010,586,NA,881.0459,0,0
"6440",2011,586,NA,63.39856,0,0
"6441",2012,586,NA,450.9365,0,0
"6442",2013,586,NA,-268.1149,0,1
"6443",2014,586,NA,-143.8545,0,1
"6444",2015,586,NA,-690.3517,0,1
"6445",2016,586,NA,-876.7711,0,1
"6446",2017,586,NA,-1103.431,0,1
"6447",2007,587,NA,981.9784,0,0
"6448",2008,587,NA,768.0206,0,0
"6449",2009,587,NA,981.6282,0,0
"6450",2010,587,NA,881.7583,0,0
"6451",2011,587,NA,-79.5188,0,0
"6452",2012,587,NA,250.8257,0,0
"6453",2013,587,NA,-369.8223,0,1
"6454",2014,587,NA,-136.8308,0,1
"6455",2015,587,NA,-457.651,0,1
"6456",2016,587,NA,-1113.322,0,1
"6457",2017,587,NA,-1131.175,0,1
"6458",2007,588,NA,1011.581,0,0
"6459",2008,588,NA,707.989,0,0
"6460",2009,588,NA,999.7877,0,0
"6461",2010,588,NA,866.2998,0,0
"6462",2011,588,NA,-31.28809,0,0
"6463",2012,588,NA,249.6096,0,0
"6464",2013,588,NA,-450.4749,0,1
"6465",2014,588,NA,-174.8677,0,1
"6466",2015,588,NA,-617.3257,0,1
"6467",2016,588,NA,-1088.347,0,1
"6468",2017,588,NA,-1213.201,0,1
"6469",2007,589,NA,1239.135,0,0
"6470",2008,589,NA,735.9456,0,0
"6471",2009,589,NA,1052.043,0,0
"6472",2010,589,NA,737.6564,0,0
"6473",2011,589,NA,35.02881,0,0
"6474",2012,589,NA,413.5076,0,0
"6475",2013,589,NA,-261.9702,0,1
"6476",2014,589,NA,-10.95166,0,1
"6477",2015,589,NA,-311.3481,0,1
"6478",2016,589,NA,-1170.715,0,1
"6479",2017,589,NA,-1028.909,0,1
"6480",2007,590,NA,1086.298,0,0
"6481",2008,590,NA,852.2214,0,0
"6482",2009,590,NA,1142.311,0,0
"6483",2010,590,NA,666.8763,0,0
"6484",2011,590,NA,-132.8691,0,0
"6485",2012,590,NA,310.7441,0,0
"6486",2013,590,NA,-89.20642,0,1
"6487",2014,590,NA,-250.0872,0,1
"6488",2015,590,NA,-564.1849,0,1
"6489",2016,590,NA,-1175.51,0,1
"6490",2017,590,NA,-1121.482,0,1
"6491",2007,591,NA,839.7891,0,0
"6492",2008,591,NA,920.1592,0,0
"6493",2009,591,NA,1272.207,0,0
"6494",2010,591,NA,750.4127,0,0
"6495",2011,591,NA,93.20642,0,0
"6496",2012,591,NA,497.7314,0,0
"6497",2013,591,NA,-214.8684,0,1
"6498",2014,591,NA,-30.01855,0,1
"6499",2015,591,NA,-682.4274,0,1
"6500",2016,591,NA,-1168.128,0,1
"6501",2017,591,NA,-985.2157,0,1
"6502",2007,592,NA,980.1089,0,0
"6503",2008,592,NA,779.9592,0,0
"6504",2009,592,NA,1210.67,0,0
"6505",2010,592,NA,720.0415,0,0
"6506",2011,592,NA,30.79211,0,0
"6507",2012,592,NA,341.6948,0,0
"6508",2013,592,NA,-562.2588,0,1
"6509",2014,592,NA,-134.8606,0,1
"6510",2015,592,NA,-582.6685,0,1
"6511",2016,592,NA,-1138.427,0,1
"6512",2017,592,NA,-1109.836,0,1
"6513",2007,593,NA,1101.923,0,0
"6514",2008,593,NA,672.0659,0,0
"6515",2009,593,NA,1249.608,0,0
"6516",2010,593,NA,601.0673,0,0
"6517",2011,593,NA,62.54419,0,0
"6518",2012,593,NA,526.2925,0,0
"6519",2013,593,NA,-242.16,0,1
"6520",2014,593,NA,-252.3414,0,1
"6521",2015,593,NA,-546.5032,0,1
"6522",2016,593,NA,-1174.155,0,1
"6523",2017,593,NA,-1026.344,0,1
"6524",2007,594,NA,1103.941,0,0
"6525",2008,594,NA,776.7006,0,0
"6526",2009,594,NA,1024.917,0,0
"6527",2010,594,NA,823.7783,0,0
"6528",2011,594,NA,226.2211,0,0
"6529",2012,594,NA,407.3154,0,0
"6530",2013,594,NA,-489.5286,0,1
"6531",2014,594,NA,-95.80054,0,1
"6532",2015,594,NA,-502.4323,0,1
"6533",2016,594,NA,-1185.817,0,1
"6534",2017,594,NA,-1206.73,0,1
"6535",2007,595,NA,1017.365,0,0
"6536",2008,595,NA,931.983,0,0
"6537",2009,595,NA,1163.354,0,0
"6538",2010,595,NA,827.4797,0,0
"6539",2011,595,NA,-193.0167,0,0
"6540",2012,595,NA,411.2932,0,0
"6541",2013,595,NA,-173.1395,0,1
"6542",2014,595,NA,-79.35962,0,1
"6543",2015,595,NA,-635.2458,0,1
"6544",2016,595,NA,-1050.842,0,1
"6545",2017,595,NA,-1017.454,0,1
"6546",2007,596,NA,1030.595,0,0
"6547",2008,596,NA,818.1729,0,0
"6548",2009,596,NA,986.2976,0,0
"6549",2010,596,NA,893.7085,0,0
"6550",2011,596,NA,-125.3217,0,0
"6551",2012,596,NA,375.6304,0,0
"6552",2013,596,NA,-512.2681,0,1
"6553",2014,596,NA,-88.68018,0,1
"6554",2015,596,NA,-508.8099,0,1
"6555",2016,596,NA,-794.6746,0,1
"6556",2017,596,NA,-1054.073,0,1
"6557",2007,597,NA,865.3075,0,0
"6558",2008,597,NA,982.7661,0,0
"6559",2009,597,NA,988.9767,0,0
"6560",2010,597,NA,813.6726,0,0
"6561",2011,597,NA,-103.0219,0,0
"6562",2012,597,NA,376.9626,0,0
"6563",2013,597,NA,-336.0835,0,1
"6564",2014,597,NA,-82.70654,0,1
"6565",2015,597,NA,-530.72,0,1
"6566",2016,597,NA,-1090.491,0,1
"6567",2017,597,NA,-1213.412,0,1
"6568",2007,598,NA,898.0731,0,0
"6569",2008,598,NA,819.6643,0,0
"6570",2009,598,NA,1070.692,0,0
"6571",2010,598,NA,761.7281,0,0
"6572",2011,598,NA,9.802246,0,0
"6573",2012,598,NA,596.3423,0,0
"6574",2013,598,NA,-258.4452,0,1
"6575",2014,598,NA,-400.6755,0,1
"6576",2015,598,NA,-552.2109,0,1
"6577",2016,598,NA,-1324.152,0,1
"6578",2017,598,NA,-1034.836,0,1
"6579",2007,599,NA,1030.475,0,0
"6580",2008,599,NA,786.6456,0,0
"6581",2009,599,NA,1098.563,0,0
"6582",2010,599,NA,973.7104,0,0
"6583",2011,599,NA,33.3241,0,0
"6584",2012,599,NA,283.792,0,0
"6585",2013,599,NA,-306.6503,0,1
"6586",2014,599,NA,-213.354,0,1
"6587",2015,599,NA,-491.4753,0,1
"6588",2016,599,NA,-1149.248,0,1
"6589",2017,599,NA,-1258.311,0,1
"6590",2007,600,NA,1012.28,0,0
"6591",2008,600,NA,804.4581,0,0
"6592",2009,600,NA,884.735,0,0
"6593",2010,600,NA,684.285,0,0
"6594",2011,600,NA,-156.4293,0,0
"6595",2012,600,NA,298.9534,0,0
"6596",2013,600,NA,-422.4031,0,1
"6597",2014,600,NA,-126.4565,0,1
"6598",2015,600,NA,-586.5538,0,1
"6599",2016,600,NA,-956.3044,0,1
"6600",2017,600,NA,-991.5063,0,1
"6601",2007,601,NA,1124.354,0,0
"6602",2008,601,NA,779.5636,0,0
"6603",2009,601,NA,1084.911,0,0
"6604",2010,601,NA,823.5542,0,0
"6605",2011,601,NA,167.6598,0,0
"6606",2012,601,NA,391.6279,0,0
"6607",2013,601,NA,-148.5079,0,1
"6608",2014,601,NA,-126.6345,0,1
"6609",2015,601,NA,-656.3319,0,1
"6610",2016,601,NA,-1116.662,0,1
"6611",2017,601,NA,-927.4795,0,1
"6612",2007,602,NA,1220.081,0,0
"6613",2008,602,NA,782.2568,0,0
"6614",2009,602,NA,1055.326,0,0
"6615",2010,602,NA,831.9775,0,0
"6616",2011,602,NA,60.35547,0,0
"6617",2012,602,NA,311.6296,0,0
"6618",2013,602,NA,-311.1758,0,1
"6619",2014,602,NA,-180.3621,0,1
"6620",2015,602,NA,-612.9103,0,1
"6621",2016,602,NA,-923.3984,0,1
"6622",2017,602,NA,-894.8386,0,1
"6623",2007,603,NA,1102.582,0,0
"6624",2008,603,NA,748.8523,0,0
"6625",2009,603,NA,941.2014,0,0
"6626",2010,603,NA,774.2106,0,0
"6627",2011,603,NA,-16.13379,0,0
"6628",2012,603,NA,144.1356,0,0
"6629",2013,603,NA,-285.5834,0,1
"6630",2014,603,NA,-159.8364,0,1
"6631",2015,603,NA,-572.6715,0,1
"6632",2016,603,NA,-1204.418,0,1
"6633",2017,603,NA,-1005.774,0,1
"6634",2007,604,NA,932.7219,0,0
"6635",2008,604,NA,723.5135,0,0
"6636",2009,604,NA,999.859,0,0
"6637",2010,604,NA,867.979,0,0
"6638",2011,604,NA,88.95886,0,0
"6639",2012,604,NA,406.8259,0,0
"6640",2013,604,NA,-256.6049,0,1
"6641",2014,604,NA,-84.14209,0,1
"6642",2015,604,NA,-613.683,0,1
"6643",2016,604,NA,-1015.349,0,1
"6644",2017,604,NA,-991.006,0,1
"6645",2007,605,NA,995.9943,0,0
"6646",2008,605,NA,851.9464,0,0
"6647",2009,605,NA,1001.783,0,0
"6648",2010,605,NA,656.8744,0,0
"6649",2011,605,NA,-186.3503,0,0
"6650",2012,605,NA,395.5464,0,0
"6651",2013,605,NA,-375.9276,0,1
"6652",2014,605,NA,-173.0664,0,1
"6653",2015,605,NA,-736.828,0,1
"6654",2016,605,NA,-1107.466,0,1
"6655",2017,605,NA,-938.4883,0,1
"6656",2007,606,NA,789.4706,0,0
"6657",2008,606,NA,840.5118,0,0
"6658",2009,606,NA,1131.014,0,0
"6659",2010,606,NA,851.8843,0,0
"6660",2011,606,NA,258.2468,0,0
"6661",2012,606,NA,444.7539,0,0
"6662",2013,606,NA,-342.9961,0,1
"6663",2014,606,NA,-167.3994,0,1
"6664",2015,606,NA,-518.739,0,1
"6665",2016,606,NA,-1065.392,0,1
"6666",2017,606,NA,-1024.845,0,1
"6667",2007,607,NA,911.7314,0,0
"6668",2008,607,NA,733.1719,0,0
"6669",2009,607,NA,1233.418,0,0
"6670",2010,607,NA,778.2419,0,0
"6671",2011,607,NA,-41.39819,0,0
"6672",2012,607,NA,486.3779,0,0
"6673",2013,607,NA,-345.417,0,1
"6674",2014,607,NA,-294.9333,0,1
"6675",2015,607,NA,-593.7203,0,1
"6676",2016,607,NA,-1110.787,0,1
"6677",2017,607,NA,-1138.77,0,1
"6678",2007,608,NA,1052.563,0,0
"6679",2008,608,NA,1055.131,0,0
"6680",2009,608,NA,1039.259,0,0
"6681",2010,608,NA,722.0591,0,0
"6682",2011,608,NA,-91.57007,0,0
"6683",2012,608,NA,745.0261,0,0
"6684",2013,608,NA,-339.2972,0,1
"6685",2014,608,NA,-353.7498,0,1
"6686",2015,608,NA,-452.4279,0,1
"6687",2016,608,NA,-1358.961,0,1
"6688",2017,608,NA,-1214.749,0,1
"6689",2007,609,NA,1178.358,0,0
"6690",2008,609,NA,980.9794,0,0
"6691",2009,609,NA,947.3586,0,0
"6692",2010,609,NA,969.9617,0,0
"6693",2011,609,NA,118.0502,0,0
"6694",2012,609,NA,263.7717,0,0
"6695",2013,609,NA,-236.8928,0,1
"6696",2014,609,NA,-183.0906,0,1
"6697",2015,609,NA,-595.0957,0,1
"6698",2016,609,NA,-1082.09,0,1
"6699",2017,609,NA,-777.9644,0,1
"6700",2007,610,NA,1087.446,0,0
"6701",2008,610,NA,712.0283,0,0
"6702",2009,610,NA,1056.377,0,0
"6703",2010,610,NA,723.0183,0,0
"6704",2011,610,NA,-80.75598,0,0
"6705",2012,610,NA,384.5659,0,0
"6706",2013,610,NA,-280.9744,0,1
"6707",2014,610,NA,-214.4935,0,1
"6708",2015,610,NA,-502.4098,0,1
"6709",2016,610,NA,-1092.784,0,1
"6710",2017,610,NA,-992.8553,0,1
"6711",2007,611,NA,1048.355,0,0
"6712",2008,611,NA,887.0179,0,0
"6713",2009,611,NA,1042.158,0,0
"6714",2010,611,NA,676.4038,0,0
"6715",2011,611,NA,-27.62769,0,0
"6716",2012,611,NA,321.1917,0,0
"6717",2013,611,NA,-298.1259,0,1
"6718",2014,611,NA,-413.1799,0,1
"6719",2015,611,NA,-398.5972,0,1
"6720",2016,611,NA,-1188.831,0,1
"6721",2017,611,NA,-1009.474,0,1
"6722",2007,612,NA,1054.156,0,0
"6723",2008,612,NA,780.9668,0,0
"6724",2009,612,NA,1083.418,0,0
"6725",2010,612,NA,775.3213,0,0
"6726",2011,612,NA,43.11377,0,0
"6727",2012,612,NA,279.6064,0,0
"6728",2013,612,NA,-119.1852,0,1
"6729",2014,612,NA,-209.1667,0,1
"6730",2015,612,NA,-524.0104,0,1
"6731",2016,612,NA,-1078.729,0,1
"6732",2017,612,NA,-847.2715,0,1
"6733",2007,613,NA,1099.008,0,0
"6734",2008,613,NA,894.5889,0,0
"6735",2009,613,NA,1196.407,0,0
"6736",2010,613,NA,804.041,0,0
"6737",2011,613,NA,94.13306,0,0
"6738",2012,613,NA,471.7144,0,0
"6739",2013,613,NA,-265.8882,0,1
"6740",2014,613,NA,16.70068,0,1
"6741",2015,613,NA,-457.3328,0,1
"6742",2016,613,NA,-1280.102,0,1
"6743",2017,613,NA,-883.2095,0,1
"6744",2007,614,NA,999.3457,0,0
"6745",2008,614,NA,613.3264,0,0
"6746",2009,614,NA,1144.057,0,0
"6747",2010,614,NA,902.1611,0,0
"6748",2011,614,NA,107.8972,0,0
"6749",2012,614,NA,358.0024,0,0
"6750",2013,614,NA,-343.6855,0,1
"6751",2014,614,NA,-109.5686,0,1
"6752",2015,614,NA,-488.8779,0,1
"6753",2016,614,NA,-1007.086,0,1
"6754",2017,614,NA,-1001.501,0,1
"6755",2007,615,NA,1082.433,0,0
"6756",2008,615,NA,886.0104,0,0
"6757",2009,615,NA,1187.428,0,0
"6758",2010,615,NA,695.8219,0,0
"6759",2011,615,NA,37.10034,0,0
"6760",2012,615,NA,369.0417,0,0
"6761",2013,615,NA,-258.5804,0,1
"6762",2014,615,NA,-96.91528,0,1
"6763",2015,615,NA,-364.7178,0,1
"6764",2016,615,NA,-1080.273,0,1
"6765",2017,615,NA,-1018.029,0,1
"6766",2007,616,NA,1019.147,0,0
"6767",2008,616,NA,900.6091,0,0
"6768",2009,616,NA,1162.293,0,0
"6769",2010,616,NA,841.0122,0,0
"6770",2011,616,NA,62.31055,0,0
"6771",2012,616,NA,403.9475,0,0
"6772",2013,616,NA,-312.3212,0,1
"6773",2014,616,NA,-114.9456,0,1
"6774",2015,616,NA,-455.7245,0,1
"6775",2016,616,NA,-1083.879,0,1
"6776",2017,616,NA,-977.2834,0,1
"6777",2007,617,NA,886.8435,0,0
"6778",2008,617,NA,821.8541,0,0
"6779",2009,617,NA,1015.456,0,0
"6780",2010,617,NA,672.7019,0,0
"6781",2011,617,NA,179.7043,0,0
"6782",2012,617,NA,383.3916,0,0
"6783",2013,617,NA,-279.6097,0,1
"6784",2014,617,NA,-48.39893,0,1
"6785",2015,617,NA,-690.3322,0,1
"6786",2016,617,NA,-1033.256,0,1
"6787",2017,617,NA,-1210.407,0,1
"6788",2007,618,NA,895.7466,0,0
"6789",2008,618,NA,860.6307,0,0
"6790",2009,618,NA,1193.497,0,0
"6791",2010,618,NA,796.9069,0,0
"6792",2011,618,NA,176.1826,0,0
"6793",2012,618,NA,480.021,0,0
"6794",2013,618,NA,-256.1233,0,1
"6795",2014,618,NA,-198.0466,0,1
"6796",2015,618,NA,-499.682,0,1
"6797",2016,618,NA,-1183.255,0,1
"6798",2017,618,NA,-981.4482,0,1
"6799",2007,619,NA,938.8356,0,0
"6800",2008,619,NA,853.402,0,0
"6801",2009,619,NA,1235.601,0,0
"6802",2010,619,NA,863.2559,0,0
"6803",2011,619,NA,88.63708,0,0
"6804",2012,619,NA,248.0059,0,0
"6805",2013,619,NA,-234.6528,0,1
"6806",2014,619,NA,0.5756836,0,1
"6807",2015,619,NA,-503.5083,0,1
"6808",2016,619,NA,-1077.843,0,1
"6809",2017,619,NA,-858.9097,0,1
"6810",2007,620,NA,1135.733,0,0
"6811",2008,620,NA,803.7374,0,0
"6812",2009,620,NA,1021.807,0,0
"6813",2010,620,NA,949.8599,0,0
"6814",2011,620,NA,119.0664,0,0
"6815",2012,620,NA,437.7261,0,0
"6816",2013,620,NA,-308.3551,0,1
"6817",2014,620,NA,-405.5071,0,1
"6818",2015,620,NA,-509.1676,0,1
"6819",2016,620,NA,-1006.735,0,1
"6820",2017,620,NA,-938.8955,0,1
"6821",2007,621,NA,972.2656,0,0
"6822",2008,621,NA,919.3815,0,0
"6823",2009,621,NA,1129.968,0,0
"6824",2010,621,NA,827.4702,0,0
"6825",2011,621,NA,-88.86731,0,0
"6826",2012,621,NA,398.8096,0,0
"6827",2013,621,NA,-303.8253,0,1
"6828",2014,621,NA,-155.5239,0,1
"6829",2015,621,NA,-552.0614,0,1
"6830",2016,621,NA,-1140.109,0,1
"6831",2017,621,NA,-1202.332,0,1
"6832",2007,622,NA,1088.881,0,0
"6833",2008,622,NA,973.5598,0,0
"6834",2009,622,NA,1029.855,0,0
"6835",2010,622,NA,885.5159,0,0
"6836",2011,622,NA,30.07458,0,0
"6837",2012,622,NA,414.543,0,0
"6838",2013,622,NA,-333.6296,0,1
"6839",2014,622,NA,-370.9274,0,1
"6840",2015,622,NA,-536.4912,0,1
"6841",2016,622,NA,-1086.25,0,1
"6842",2017,622,NA,-1045.738,0,1
"6843",2007,623,NA,1150.49,0,0
"6844",2008,623,NA,827.0879,0,0
"6845",2009,623,NA,1059.083,0,0
"6846",2010,623,NA,922.5884,0,0
"6847",2011,623,NA,-29.80957,0,0
"6848",2012,623,NA,274.3455,0,0
"6849",2013,623,NA,-244.0731,0,1
"6850",2014,623,NA,-208.7136,0,1
"6851",2015,623,NA,-655.6873,0,1
"6852",2016,623,NA,-1041.26,0,1
"6853",2017,623,NA,-1051.62,0,1
"6854",2007,624,NA,1208.118,0,0
"6855",2008,624,NA,1000.838,0,0
"6856",2009,624,NA,1130.836,0,0
"6857",2010,624,NA,796.6576,0,0
"6858",2011,624,NA,-129.5896,0,0
"6859",2012,624,NA,360.1689,0,0
"6860",2013,624,NA,-338.7314,0,1
"6861",2014,624,NA,-221.4142,0,1
"6862",2015,624,NA,-561.8093,0,1
"6863",2016,624,NA,-1050.117,0,1
"6864",2017,624,NA,-973.0837,0,1
"6865",2007,625,NA,972.8846,0,0
"6866",2008,625,NA,948.4464,0,0
"6867",2009,625,NA,989.9314,0,0
"6868",2010,625,NA,845.1704,0,0
"6869",2011,625,NA,-119.8186,0,0
"6870",2012,625,NA,432.4556,0,0
"6871",2013,625,NA,-451.2024,0,1
"6872",2014,625,NA,-288.3501,0,1
"6873",2015,625,NA,-488.0105,0,1
"6874",2016,625,NA,-1229.022,0,1
"6875",2017,625,NA,-920.7661,0,1
"6876",2007,626,NA,1227.995,0,0
"6877",2008,626,NA,772.215,0,0
"6878",2009,626,NA,1171.584,0,0
"6879",2010,626,NA,885.0034,0,0
"6880",2011,626,NA,121.7013,0,0
"6881",2012,626,NA,621.3628,0,0
"6882",2013,626,NA,-423.7396,0,1
"6883",2014,626,NA,-277.3523,0,1
"6884",2015,626,NA,-621.4836,0,1
"6885",2016,626,NA,-1229.184,0,1
"6886",2017,626,NA,-1192.056,0,1
"6887",2007,627,NA,983.348,0,0
"6888",2008,627,NA,614.1512,0,0
"6889",2009,627,NA,1129.675,0,0
"6890",2010,627,NA,801.8882,0,0
"6891",2011,627,NA,53.69751,0,0
"6892",2012,627,NA,587.4482,0,0
"6893",2013,627,NA,-495.631,0,1
"6894",2014,627,NA,-188.9678,0,1
"6895",2015,627,NA,-675.8401,0,1
"6896",2016,627,NA,-1237.468,0,1
"6897",2017,627,NA,-1035.061,0,1
"6898",2007,628,NA,942.1815,0,0
"6899",2008,628,NA,773.2499,0,0
"6900",2009,628,NA,1001.306,0,0
"6901",2010,628,NA,751.0377,0,0
"6902",2011,628,NA,81.89465,0,0
"6903",2012,628,NA,442.7437,0,0
"6904",2013,628,NA,-201.0442,0,1
"6905",2014,628,NA,-253.3353,0,1
"6906",2015,628,NA,-472.7379,0,1
"6907",2016,628,NA,-1082.334,0,1
"6908",2017,628,NA,-951.7402,0,1
"6909",2007,629,NA,1004.826,0,0
"6910",2008,629,NA,702.2777,0,0
"6911",2009,629,NA,1008.793,0,0
"6912",2010,629,NA,739.4319,0,0
"6913",2011,629,NA,-14.33582,0,0
"6914",2012,629,NA,501.7322,0,0
"6915",2013,629,NA,-253.6375,0,1
